stock_symbol,date,opening,closing,low,high,volume,market_cap,p/e
UBS,1/24/2014,20.16,19.93,19.92,20.175,2230908,75.087B,224.84
WBK,1/24/2014,27.20,26.75,26.75,27.25,211163,82.812B,12.46
BBVA,1/24/2014,12.09,11.92,11.92,12.23,7542047,77.480B,17.18
BBD,1/24/2014,11.11,10.91,10.855,11.12,9675783,45.786B,8.27
BBDO,1/24/2014,12.23,12.27,11.95,12.2798,2036,51.494B,8.91
BCH,1/24/2014,78.35,78.61,77.80,78.73,46842,12.207B,10.93
BMA,1/24/2014,20.58,19.85,19.50,20.75,308890,1.160B,2.99
BSBR,1/24/2014,5.07,5.06,4.99,5.09,10320460,19.146B,8.24
CIB,1/24/2014,46.32,45.79,45.55,46.64,379053,9.751B,11.86
BFR,1/24/2014,6.14,6.30,5.78,6.47,602770,1.127B,3.66
CCCR,1/24/2014,7.67,7.54,7.50,7.72,12121,78.6M,10.39
BCA,1/24/2014,19.87,19.81,19.33,19.89,31933,4.495B,13.12
DB,1/24/2014,50.61,49.75,49.75,50.72,1498328,50.700B,N/A
FBP,1/24/2014,5.36,5.21,5.15,5.43,1240300,1.071B,N/A
NBCB,1/24/2014,32.93,33.00,32.50,33.21,48611,591.8M,16.60
GGAL,1/24/2014,8.35,8.15,8.02,8.64,694978,1.012B,3.16
BSMX,1/24/2014,12.45,12.24,11.99,12.455,2346527,16.580B,8.26
HDB,1/24/2014,33.14,32.31,32.15,33.24,1530340,153.8B,123.83
ITUB,1/24/2014,12.22,12.07,11.96,12.23,13985204,59.829B,8.76
KB,1/24/2014,34.47,33.98,33.92,34.9958,173264,13.128B,13.85
MFG,1/24/2014,4.46,4.38,4.38,4.46,542900,52.964B,5.57
BPOP, Inc.,1/24/2014,29.09,28.46,28.26,28.96,1279200,2.988B
SHG,1/24/2014,40.28,39.77,39.67,40.4758,109058,18.859B,11.86
SMFG,1/24/2014,9.90,9.81,9.79,9.91,1358146,13.413B,1.11
IRE,1/24/2014,17.19,16.55,16.43,17.34,1256791,12.458B,N/A
WF,1/24/2014,33.83,33.5375,33.51,33.88,2923,9.011B,21.36
AON,1/24/2014,80.60,78.41,78.41,80.91,1902446,23.605B,24.47
AJG,1/24/2014,48.33,47.25,47.25,48.42,938858,6.215B,25.77
BRO, In,1/24/2014,32.15,32.15,31.39,31.40,894380,4.567B
CISG,1/24/2014,6.03,5.88,5.86,6.03,41219,293.7M,21.08
CRVL,1/24/2014,47.85,47.08,46.08,48.05,31243,985.6M,34.25
CRD-B,1/24/2014,7.99,7.88,7.70,8.12,61797,430.4M,8.23
EHTH, Inc.,1/24/2014,60.16,59.68,57.904,58.53,330876,1.090B
ERIE,1/24/2014,70.80,70.10,69.8615,71.08,20021,3.692B,24.03
MMC,1/24/2014,47.33,46.37,46.37,47.55,2725793,25.447B,20.23
WSH,1/24/2014,44.65,43.69,43.67,44.65,594312,7.746B,N/A
BGCP, Inc,1/24/2014,6.58,6.52,6.33,6.38,1484658,1.367B
BDCG,1/7/2014,N/A,0.76,N/A,N/A,0,185K,N/A
CAPP,1/3/2014,N/A,4.00,N/A,N/A,0,366.7M,N/A
CME,1/24/2014,75.01,74.42,74.20,75.305,2516014,24.957B,26.49
COWN, Inc.,1/24/2014,4.24,4.21,4.12,4.15,750712,485.3M
MKTSQ,1/24/2014,0.005,0.005,0.005,0.005,50000,163K,N/A
ETFC,1/24/2014,21.33,20.97,20.18,21.60,10078719,6.025B,72.55
FXCM,1/24/2014,16.14,16.56,15.98,16.58,664468,720.5M,34.43
GCAP,1/24/2014,8.71,8.50,8.32,8.71,343403,336.7M,14.39
GFIG,1/24/2014,4.10,4.08,4.02,4.12,287205,502.0M,N/A
GAHC,1/24/2014,0.22,0.22,0.22,0.22,5000,5.4M,N/A
GAHC,1/24/2014,0.22,0.22,0.22,0.22,5000,5.4M,N/A
IBKR,1/24/2014,22.21,22.02,21.88,22.21,800276,1.156B,30.59
INTL,1/24/2014,18.70,18.54,18.50,18.85,92090,355.7M,19.44
JMP,1/24/2014,8.00,7.80,7.70,8.01,49362,170.4M,34.14
KCG, Inc,1/24/2014,11.86,11.84,11.30,11.36,472799,1.391B
LTS,1/24/2014,2.76,2.63,2.60,2.764,525839,473.9M,N/A
LPLA,1/24/2014,53.53,53.31,52.9207,54.29,4502632,5.559B,33.02
MKTX,1/24/2014,61.57,61.19,60.55,62.9393,183563,2.302B,31.90
MS,1/24/2014,31.33,30.45,30.09,31.37,23629128,59.221B,22.36
NTFL,1/21/2014,N/A,0.03,N/A,N/A,0,1.5M,N/A
NMR,1/24/2014,7.38,7.35,7.32,7.42,846084,27.243B,10.80
RCAP,1/24/2014,21.71,21.56,21.05,22.00,32762,53.9M,6.67
AMTD,1/24/2014,32.99,32.05,31.97,33.09,4289961,17.660B,25.64
SCHW,1/24/2014,26.01,25.27,25.24,26.04,10341717,32.579B,33.51
GS,1/24/2014,168.53,167.64,167.22,169.96,4182028,78.355B,11.04
AMPLQ,1/25/2014,N/A,0.17,N/A,N/A,98,477K,N/A
CPFH,1/17/2014,N/A,875.00,N/A,N/A,0,N/A,N/A
GHL, ,1/24/2014,57.86,57.85,56.53,56.84,263513,1.578B
ITG,1/24/2014,18.51,18.00,17.85,18.52,269818,653.1M,47.63
NHLD,1/24/2014,0.53,0.55,0.52,0.55,17160,67.8M,28.00
OPY,1/24/2014,24.18,23.70,23.51,24.20,39170,320.2M,42.50
PLMT,1/24/2014,12.23,12.03,11.91,12.30,6110,153.3M,5.45
PLCC,1/24/2014,N/A,0.7926,0.7926,0.8592,535,4.8M,N/A
PJC,1/24/2014,39.06,38.00,37.63,39.06,110518,604.4M,23.65
RJF,1/24/2014,52.99,52.56,52.31,52.99,1344826,7.023B,19.12
SIEB,1/24/2014,1.67,1.67,1.67,1.67,610,36.9M,N/A
SF,1/24/2014,49.51,47.26,46.69,49.99,680195,2.997B,22.80
SFNS,1/24/2014,1.26,1.26,1.26,1.26,100,25.8M,11.79
SWS, Inc. C,1/24/2014,7.94,7.86,7.55,7.62,233445,251.6M
WSFL,1/10/2014,N/A,0.0275,N/A,N/A,0,496K,N/A
ALSO,1/24/2014,0.335,0.33,0.315,0.335,62850,30.9M,N/A
AEL,1/24/2014,23.02,22.72,22.49,23.134,682274,1.487B,6.92
ALFE,12/12/2013,N/A,2.05,N/A,N/A,0,97.2M,N/A
AAME,1/24/2014,3.97,4.00,3.99,4.02,2716,84.8M,8.81
AV,1/24/2014,15.51,15.08,15.08,15.51,88143,22.198B,N/A
LFC,1/24/2014,43.00,42.31,42.24,43.2818,292087,78.258B,18.71
CIA, Inc. Cl,1/24/2014,7.30,7.28,6.96,7.20,121032,360.6M
FLCR,1/23/2014,N/A,0.07,N/A,N/A,0,9.1M,N/A
GNW,1/24/2014,15.66,15.03,14.97,15.69,9838492,7.429B,15.34
GVFG,11/27/2013,N/A,0.0001,N/A,N/A,0,3K,0.00
IFT,1/24/2014,6.48,6.37,6.22,6.52,30809,135.2M,3.00
IHC,1/24/2014,12.35,12.34,12.31,12.45,12222,218.3M,11.08
IHRC,1/23/2014,N/A,21.20,N/A,N/A,0,24.0M,12.01
KCLI,1/24/2014,49.25,48.10,48.10,50.19,5039,528.3M,17.65
LPHI,1/24/2014,2.76,2.71,2.69,2.777,70350,50.5M,N/A
LNC,1/24/2014,49.45,47.87,47.87,49.52,2798952,12.559B,11.40
MFC,1/24/2014,19.46,18.81,18.77,19.46,4067311,34.667B,13.46
MET, Inc. Com,1/24/2014,51.03,50.94,49.46,49.51,9370176,55.503B
NWLI,1/24/2014,229.76,228.01,227.0001,229.51,7549,828.6M,8.94
PKIN,1/22/2014,N/A,11.75,N/A,N/A,0,200.5M,26.40
PRI, Inc. C,1/24/2014,44.44,43.99,43.17,43.23,235215,2.370B
PL,1/24/2014,51.29,49.24,49.24,51.39,549742,3.869B,12.21
PRU,1/24/2014,86.82,84.36,84.35,87.33,3554157,39.059B,N/A
PUK,1/24/2014,42.27,41.38,41.38,42.38,242304,52.865B,20.72
RGA,1/24/2014,74.62,73.19,73.18,74.62,357443,5.166B,11.03
SYA,1/24/2014,18.81,18.39,18.26,18.81,359710,2.166B,13.34
PNX,1/24/2014,43.57,42.02,41.57,44.15,46026,243.7M,N/A
TMK,1/24/2014,75.94,74.56,74.56,76.09,574220,6.742B,13.41
UTGN,1/23/2014,N/A,11.25,N/A,N/A,0,42.5M,10.71
BSAC,1/24/2014,21.79,21.23,20.97,22.07,441676,10.002B,13.72
BAC,1/24/2014,16.67,16.45,16.45,16.72,114269728,174.2B,18.73
BMO,1/24/2014,65.37,64.88,64.8399,65.60,465696,41.783B,10.28
BYLK,1/24/2014,12.05,12.5872,11.90,12.64,27344,98.3M,13.65
BLMT, Inc.,1/24/2014,15.48,15.27,15.25,15.48,7453,127.9M
CM,1/24/2014,79.68,79.49,79.16,80.12,175082,31.689B,9.56
CECB,1/22/2014,N/A,0.43,N/A,N/A,0,3.2M,N/A
C, Inc. C,1/24/2014,50.17,50.05,49.08,49.33,59204796,149.4B
CBKM,1/24/2014,19.16,19.16,19.16,19.16,200,52.2M,15.66
BAP,1/24/2014,137.18,135.38,135.01,138.57,648119,10.798B,18.19
FMTB,1/15/2014,N/A,20.00,N/A,N/A,0,9.3M,35.71
FCVA,1/24/2014,4.65,4.66,4.63,4.66,2251,56.8M,20.09
FBNK,1/24/2014,15.40,15.64,15.37,15.65,28095,238.5M,43.81
FRC,1/24/2014,51.42,50.71,50.47,51.42,528539,6.733B,16.62
FRTR,1/24/2014,14.80,14.80,14.80,14.80,2700,19.7M,157.45
FCBI,1/23/2014,N/A,16.00,N/A,N/A,0,23.7M,14.55
HBK,,1/24/2014,14.08,14.00,14.00,14.08,600,48.2M
HOMB, ,1/24/2014,34.726,33.50,33.29,33.46,222097,2.178B
IBN,1/24/2014,35.25,33.87,33.77,35.53,2520877,19.536B,11.49
JPM,1/24/2014,56.00,55.09,55.09,56.36,27111280,207.3B,12.98
KEY,1/24/2014,13.61,12.93,12.90,13.61,29914116,11.517B,14.05
MTGB,1/24/2014,12.10,12.00,12.00,12.10,200,7.4M,N/A
MTU,1/24/2014,6.32,6.31,6.29,6.33,3037652,89.354B,5.52
NBOH,1/24/2014,20.51,20.51,20.51,20.51,253,45.5M,16.39
NBG,1/24/2014,5.19,4.90,4.89,5.19,6216391,11.743B,4.85
NCBS,1/24/2014,17.02,16.85,16.85,17.02,1702,71.5M,4.48
OAKV,1/21/2014,N/A,4.47,N/A,N/A,0,12.5M,N/A
OFG,1/24/2014,15.83,15.89,15.59,15.91,583345,725.5M,16.12
OLCB,1/16/2014,N/A,8.50,N/A,N/A,0,16.8M,17.35
RY,1/24/2014,64.10,63.50,63.23,64.32,589317,91.447B,11.39
SFBC,1/24/2014,16.84,16.8227,16.80,16.85,8391,40.1M,11.76
STBZ,1/24/2014,17.72,17.22,17.19,17.72,77704,551.0M,93.51
SIBC,1/24/2014,15.50,15.99,15.50,15.99,4800,40.6M,99.17
STI, I,1/24/2014,38.92,38.92,38.035,38.05,4359080,20.261B
TCB,1/24/2014,16.81,16.59,16.56,16.81,891458,2.675B,22.63
BNS,1/24/2014,57.67,56.89,56.87,57.90,509685,68.768B,11.03
PNC,1/24/2014,82.13,81.03,81.03,82.29,2343394,43.189B,11.17
TD,1/24/2014,88.95,88.43,88.15,89.10,434934,81.135B,12.65
TSC,1/24/2014,13.39,13.60,13.30,13.65,160292,390.2M,33.87
UBOH,1/24/2014,15.44,15.28,15.27,15.44,1456,52.7M,11.30
WFC,1/24/2014,46.04,45.48,45.48,46.16,20323164,239.1B,11.92
WBKC,1/22/2014,N/A,22.36,N/A,N/A,0,48.6M,31.19
ASPS,1/24/2014,140.00,137.43,137.00,140.96,191073,3.141B,28.45
ATAX,1/24/2014,6.39,6.32,6.30,6.47,78591,270.3M,16.22
AFRS,1/24/2014,0.018,0.018,0.018,0.018,950,450K,N/A
AFRS,1/24/2014,0.018,0.018,0.018,0.018,950,450K,N/A
AI,1/24/2014,26.40,26.17,26.12,26.56,158493,434.5M,2.18
BRT,1/24/2014,7.47,7.48,7.43,7.5101,9243,105.9M,20.93
DRL,1/24/2014,14.83,14.81,14.61,14.89,23546,98.5M,N/A
EFC,1/24/2014,23.69,23.53,23.20,23.69,117719,598.3M,6.08
ESNT,1/24/2014,24.66,24.19,23.50,24.66,200063,2.021B,26.25
FMCC,1/24/2014,2.995,2.93,2.89,3.00,3807227,9.438B,N/A
FNMA,1/24/2014,3.105,3.00,3.00,3.11,6716630,17.216B,N/A
HALN,1/23/2014,N/A,0.011,N/A,N/A,0,730K,2.20
HVPA,1/14/2014,N/A,0.061,N/A,N/A,0,5.1M,N/A
HVPA,1/14/2014,N/A,0.061,N/A,N/A,0,5.1M,N/A
HTGC,1/24/2014,16.44,15.84,15.571,16.44,804507,977.9M,9.70
HLSS,1/24/2014,21.70,21.58,21.40,21.81,368301,1.533B,11.64
IMH,1/24/2014,6.26,6.10,6.10,6.26,37526,54.2M,N/A
IFMI,1/24/2014,2.3244,2.41,2.29,2.43,9687,34.4M,N/A
IVR,1/24/2014,15.83,15.72,15.6237,15.85,1247667,2.126B,6.90
JGW,1/24/2014,17.28,17.06,16.85,17.33,84719,191.4M,1.84
KFN,1/24/2014,12.96,12.40,12.24,12.9872,1474581,2.532B,9.28
MRLN,1/24/2014,28.20,27.76,27.735,28.25,42189,346.8M,22.20
NSM,1/24/2014,30.01,29.97,29.69,30.24,1098862,2.668B,8.36
PSMH,1/24/2014,0.19,0.19,0.19,0.195,125000,5.6M,N/A
SC,1/24/2014,25.28,24.21,24.00,25.28,8035035,N/A,N/A
TREE, Inc.,1/24/2014,32.62,32.09,31.3295,32.25,64811,359.2M
WAC,1/24/2014,31.71,31.50,30.91,31.96,542401,1.166B,5.72
WMC,1/24/2014,14.92,14.91,14.83,14.99,394950,362.4M,93.19
ACE,1/24/2014,93.30,92.19,92.19,94.18,2533893,31.351B,9.20
AFFM,1/23/2014,N/A,2.45,N/A,N/A,0,37.7M,1.10
Y,1/24/2014,382.04,375.29,375.02,382.40,60958,6.292B,19.55
AWH,1/24/2014,104.86,103.81,103.76,105.24,153745,3.505B,15.62
AFG,1/24/2014,56.38,55.07,55.07,56.38,410582,4.921B,14.23
AIG,1/24/2014,48.78,47.86,47.85,49.15,11887094,70.466B,23.15
ANAT,1/24/2014,109.40,107.50,106.55,110.7708,10129,2.871B,11.07
AMSF, Inc.,1/24/2014,42.63,42.50,41.36,42.04,103625,773.3M
AFSI,1/24/2014,32.94,32.49,32.40,33.22,830879,2.425B,9.29
ACGL,1/24/2014,54.12,53.61,53.60,54.15,457709,7.159B,13.54
AGII,1/24/2014,46.06,45.51,45.2001,46.13,124686,1.212B,14.36
AHL,1/24/2014,39.36,38.66,38.66,39.51,267523,2.537B,14.04
ASAM,12/17/2013,N/A,0.04,N/A,N/A,0,2.6M,N/A
AFH,1/24/2014,12.60,12.26,12.25,12.75,10416,108.0M,17.42
AXS,1/24/2014,45.08,44.53,44.52,45.08,528288,5.090B,10.74
BWINB, ,1/24/2014,26.17,26.03,25.35,25.52,13869,380.8M
BRK-A,1/24/2014,169676.00,168500.00,168414.4375,170000.00,1209,277.5B,14.72
CINF,1/24/2014,49.70,48.81,48.80,49.84,903487,7.997B,14.10
CNA,1/24/2014,40.78,39.57,39.45,40.78,106796,10.672B,15.60
CLGX, Inc. C,1/24/2014,33.49,33.43,32.53,32.74,868999,3.068B
DGICB, In,1/17/2014,N/A,N/A,N/A,24.83,0,652.0M
EMCI,1/24/2014,30.02,29.05,28.51,30.02,14572,382.6M,9.65
EIG,1/24/2014,25.80,25.32,25.23,25.93,104002,790.2M,5.99
ENH,1/24/2014,53.21,52.35,52.29,53.21,141551,2.321B,13.02
ESGR,1/24/2014,130.71,130.89,130.38,132.4299,22607,2.176B,15.54
RE,,1/24/2014,147.08,146.39,142.88,142.89,412075,6.845B
FFG,1/24/2014,40.33,39.76,39.61,40.33,36161,983.1M,10.09
FNHC,1/24/2014,12.80,13.05,12.80,13.27,52645,108.6M,11.50
FAC,1/24/2014,2.60,2.62,2.55,2.68,41823,107.3M,17.47
FAF,1/24/2014,25.82,25.90,25.7675,26.04,805963,2.738B,12.51
FRF,1/24/2014,8.14,8.06,8.01,8.1489,24580,156.1M,12.06
GBLI,1/24/2014,24.99,24.72,24.50,24.99,17100,622.8M,19.44
GLRE,1/24/2014,32.78,32.25,32.13,33.04,83769,1.189B,15.25
HALL,1/24/2014,9.09,8.95,8.86,9.25,38569,172.4M,26.88
HCC,1/24/2014,43.81,43.11,43.10,43.81,449708,4.256B,11.09
HCI, Inc. C,1/24/2014,50.08,49.97,45.01,45.22,457834,519.8M
HTH,1/24/2014,24.91,24.27,23.981,24.99,522547,2.108B,21.66
HMN,1/24/2014,28.45,28.21,27.915,28.59,135125,1.138B,10.95
KMPR,1/24/2014,38.52,37.19,37.19,38.52,101130,2.071B,13.61
KINS,1/24/2014,7.41,7.40,7.34,7.4999,7540,28.2M,34.23
KFS,1/24/2014,4.02,4.00,4.00,4.10,67318,65.7M,N/A
L,1/24/2014,45.63,44.65,44.65,45.818,995846,17.287B,23.70
MHLD, ,1/24/2014,11.62,11.58,11.28,11.40,678044,827.8M
MAJCQ,1/17/2014,N/A,0.0001,N/A,N/A,0,174,N/A
MAJCQ,1/17/2014,N/A,0.0001,N/A,N/A,0,174,N/A
MKL,1/24/2014,557.39,547.78,546.40,557.39,30497,7.652B,26.06
MBI,1/24/2014,11.57,10.96,10.94,11.57,3087559,2.107B,3.01
MIG,1/24/2014,6.69,6.50,6.47,6.81,168282,324.3M,N/A
MCY,1/24/2014,46.58,45.68,45.67,46.749,136479,2.511B,32.52
MTG,1/24/2014,8.96,8.39,8.36,8.99,16852926,2.834B,N/A
MRH,1/24/2014,27.72,27.66,27.57,27.85,377810,1.368B,16.62
NATL,1/24/2014,23.17,22.69,22.52,23.51,18283,447.5M,26.29
NSEC,1/24/2014,9.70,10.00,9.70,10.00,1235,24.9M,5.21
NAVG,1/24/2014,60.31,59.70,57.80,60.31,100123,844.6M,11.32
PRE,1/24/2014,98.66,97.32,97.23,100.74,413198,5.177B,13.25
PTP,1/24/2014,57.31,57.01,56.69,57.57,121170,1.591B,6.14
PRA,1/24/2014,46.00,46.00,45.83,46.12,478347,2.837B,8.74
PGR,1/24/2014,25.01,24.80,24.79,25.07,5238891,14.776B,13.05
RDN,1/24/2014,15.42,14.81,14.714,15.52,3617624,2.564B,N/A
RNR,1/24/2014,90.11,89.80,89.69,90.11,605331,3.988B,9.41
RLI,1/24/2014,43.67,43.10,42.85,43.81,217359,1.852B,15.09
SAFT,1/24/2014,56.24,55.20,55.009,56.28,33819,849.5M,14.58
SIGI,1/24/2014,24.90,24.49,24.35,24.985,132847,1.366B,17.25
STFC,1/24/2014,21.47,21.25,20.95,21.50,29230,864.1M,13.47
STC,1/24/2014,33.48,32.95,32.22,33.93,222095,741.3M,7.62
SLF,1/24/2014,34.39,33.29,33.17,34.48,357512,20.214B,26.04
ALL,1/24/2014,51.22,50.62,50.62,51.65,3365446,23.024B,13.31
CB,1/24/2014,87.28,85.93,85.92,87.78,1549293,21.634B,12.30
THG,1/24/2014,57.88,56.07,56.06,58.06,266354,2.459B,20.76
HIG,1/24/2014,33.58,32.77,32.76,33.65,6257723,14.651B,N/A
TRV,1/24/2014,82.50,81.61,81.61,83.03,3805070,28.849B,8.53
TPRE,1/24/2014,16.82,16.30,16.19,17.2035,163055,1.683B,7.45
TWGP,1/24/2014,2.62,2.58,2.57,2.63,1032262,148.2M,N/A
UNAM,1/24/2014,13.00,13.08,13.00,13.2199,14189,69.9M,162.88
UFCS,1/24/2014,26.66,26.53,26.00,26.915,55292,673.9M,14.52
UIHC,1/24/2014,12.71,12.84,12.45,12.89,73155,207.1M,13.71
UVE,1/24/2014,11.65,11.13,11.0503,11.72,634066,373.0M,9.70
VR,,1/24/2014,36.90,36.78,36.44,36.44,670709,3.622B
WRB,1/24/2014,40.64,40.18,40.18,40.78,550767,5.427B,10.85
WTM,1/24/2014,590.15,588.47,588.021,592.85,16521,3.634B,13.76
XL,1/24/2014,29.45,28.81,28.76,29.50,4188793,8.148B,10.51
IPCC,1/24/2014,74.34,74.80,73.66,75.38,49462,859.1M,28.15
AKR,1/24/2014,25.10,24.84,24.82,25.3599,546742,1.380B,28.10
CANN,1/24/2014,16.005,17.47,15.55,17.50,151236,263.7M,N/A
AOXY,1/23/2014,N/A,0.0082,N/A,N/A,0,376K,N/A
ADC,1/24/2014,29.43,29.07,29.00,29.49,53159,377.4M,19.63
APSA,1/24/2014,22.15,22.10,22.10,22.1004,1027,696.2M,8.74
ABCP,1/24/2014,1.17,1.17,1.17,1.17,221218,49.3M,0.35
ANFD,11/4/2013,N/A,0.01,N/A,N/A,0,111K,N/A
ANFD,11/4/2013,N/A,0.01,N/A,N/A,0,111K,N/A
ARL,1/24/2014,5.40,5.35,5.26,5.44,3400,60.4M,N/A
AQQ,1/24/2014,1.28,1.3299,1.28,1.35,18700,5.0M,N/A
AMRE, Inc. Comm,1/24/2014,16.00,15.95,15.7112,15.89,41985,311.9M
AXR,1/24/2014,7.83,7.66,7.51,7.83,25650,55.1M,N/A
AGEL,1/17/2014,N/A,0.0001,N/A,N/A,0,791K,N/A
LND,1/24/2014,3.74,3.7899,3.65,3.79,8991,221.0M,16.43
BPO,1/24/2014,18.48,18.45,18.19,18.55,1836812,9.321B,8.32
CDGD,12/23/2013,N/A,0.0025,N/A,N/A,0,9K,N/A
CBG,1/24/2014,26.14,25.47,25.47,26.25,2045583,8.362B,23.26
CKX, Inc. C,1/24/2014,14.50,14.30,14.2601,14.2601,1335,27.7M
CSGP, Inc,1/24/2014,178.70,177.46,174.80,176.19,114498,5.067B
DGTC,1/21/2014,N/A,15.83,N/A,N/A,0,48.9M,8.73
DFT,1/24/2014,25.22,25.49,25.11,25.57,573497,1.643B,100.28
EJ,1/24/2014,13.26,12.51,12.39,13.3698,2827569,1.688B,98.18
FCE-A,1/24/2014,18.55,18.29,18.02,18.67,938557,3.616B,21.51
HF, Inc. Common ,1/24/2014,28.07,27.79,27.18,27.38,224337,1.020B
HMTF,1/16/2014,N/A,0.20,N/A,N/A,0,2.3M,N/A
HOFD,1/24/2014,38.00,38.00,38.00,38.00,600,299.4M,62.50
JLL,1/24/2014,105.71,104.75,104.58,106.63,565333,4.655B,20.93
MAYS, Inc.,1/21/2014,N/A,N/A,N/A,36.06,51,72.7M
KW,1/24/2014,23.61,23.50,23.19,23.7375,584527,1.926B,N/A
NEN,1/24/2014,45.50,45.4001,45.4001,45.9799,1125,5.8M,0.90
OBAS,1/24/2014,5.57,5.54,5.54,5.66,858,21.2M,12.44
PRLE,1/9/2014,N/A,1.00,N/A,N/A,0,405K,N/A
PGEI,1/24/2014,0.0031,0.0031,0.0031,0.0031,10000,323K,N/A
RMAX, ,1/24/2014,31.042,30.53,29.61,29.90,62008,347.0M
REAC,1/24/2014,0.0003,0.0002,0.0002,0.0003,43231456,212K,N/A
RLGY,1/24/2014,46.50,45.70,45.30,46.60,1713144,6.673B,N/A
RJDG,1/24/2014,0.008,0.0062,0.0062,0.008,112510,2.6M,N/A
RSE,,1/24/2014,18.13,17.84,17.33,17.52,612933,864.7M
ROYE,1/23/2014,N/A,0.075,N/A,N/A,0,516K,N/A
ROYE,1/23/2014,N/A,0.075,N/A,N/A,0,516K,N/A
ROYE,1/23/2014,N/A,0.075,N/A,N/A,0,516K,N/A
SFEF,1/23/2014,N/A,19.50,N/A,N/A,0,24.2M,N/A
TRC,1/24/2014,35.89,35.19,34.25,36.348,29050,708.7M,145.42
INTG,1/24/2014,N/A,19.09,19.09,19.09,317,45.2M,N/A
WCHS,1/13/2014,N/A,0.01,N/A,N/A,0,264K,N/A
WMEG,1/24/2014,N/A,0.08,N/A,N/A,0,2.0M,N/A
Z, Inc.,1/24/2014,83.12,82.41,79.63,80.78,1336918,3.146B
MITT,1/24/2014,16.70,16.58,16.52,16.76,284305,470.5M,N/A
MTGE,1/24/2014,19.10,19.06,19.03,19.25,340129,1.008B,N/A
ARCP,1/24/2014,14.10,14.03,13.93,14.21,11700503,2.593B,N/A
AMT,1/24/2014,82.45,79.62,78.77,82.98,7213513,31.421B,56.65
NLY,1/24/2014,10.58,10.54,10.52,10.68,14285794,9.986B,3.05
ANH,1/24/2014,4.58,4.58,4.53,4.60,827877,645.5M,8.02
ARI,1/24/2014,16.68,16.60,16.53,16.71,275789,612.3M,14.87
ABR,1/24/2014,7.05,6.92,6.89,7.05,107624,340.0M,20.38
ACRE,1/24/2014,13.42,13.34,13.28,13.45,206223,379.2M,15.49
AVIV, Inc. C,1/24/2014,24.53,24.28,24.02,24.24,151306,911.2M
AVIVF,1/6/2014,N/A,5.90,N/A,N/A,0,17.541B,15.01
BMNM,1/24/2014,0.36,0.36,0.35,0.3799,36044,4.2M,N/A
BXMT,1/24/2014,27.89,27.69,27.44,27.89,509106,810.5M,2.92
BDN,1/24/2014,14.45,14.21,14.13,14.45,1112319,2.222B,N/A
CCG,1/24/2014,9.14,9.16,9.10,9.25,492745,590.9M,57.63
CMO,1/24/2014,12.44,12.53,12.4399,12.56,1194964,1.200B,14.02
CIM,1/24/2014,3.15,3.11,3.07,3.16,9618558,3.196B,9.81
COLE,1/24/2014,15.35,15.26,15.17,15.48,5935789,7.162B,34.24
CLNY,,1/24/2014,21.99,21.86,21.66,21.96,1247803,1.680B
CXW,1/24/2014,34.28,33.73,33.72,34.316,822094,3.908B,12.44
CUZ,1/24/2014,10.64,10.60,10.515,10.73,872159,2.010B,9.64
CONE,1/24/2014,22.05,21.97,21.94,22.25,163524,483.1M,N/A
DEI, I,1/24/2014,25.2399,25.18,24.79,25.08,1121469,3.576B
ELCI,1/21/2014,N/A,0.12,N/A,N/A,0,72K,N/A
ESRT,1/24/2014,14.64,14.68,14.62,14.776,559669,1.404B,N/A
EXL, Inc.,1/24/2014,11.54,11.43,11.38,11.46,117740,552.1M
GLPI,1/24/2014,35.00,34.72,34.67,35.39,676652,N/A,N/A
GLPI,1/24/2014,35.00,34.72,34.67,35.39,676652,N/A,N/A
GOOD,1/24/2014,18.50,18.42,18.31,18.63,55422,262.6M,N/A
LAND,1/24/2014,14.35,14.25,14.05,14.39,14241,93.1M,233.06
GPT,1/24/2014,6.08,5.99,5.98,6.16,329840,426.8M,1.50
HASI,1/24/2014,13.22,13.18,13.02,13.29,85911,208.2M,3.42
IRET,1/24/2014,8.53,8.56,8.49,8.62,347426,906.3M,54.30
STAR,1/24/2014,15.31,15.32,15.10,15.40,726405,1.308B,N/A
LXP,1/24/2014,10.69,10.69,10.49,10.79,2448617,2.441B,N/A
MFA, In,1/24/2014,7.22,7.20,7.18,7.19,5480766,2.633B
NNN,1/24/2014,33.00,33.02,32.93,33.31,1570419,4.024B,29.44
NCT,1/24/2014,5.85,5.70,5.68,5.87,3075363,1.673B,8.31
OLP,1/24/2014,21.13,21.12,20.9245,21.15,23345,330.4M,16.94
PW,1/24/2014,9.41,9.12,9.12,9.41,2170,15.3M,N/A
PSB,1/24/2014,77.69,76.62,76.03,77.85,54309,1.869B,53.10
PSA,1/24/2014,153.75,152.42,152.15,153.99,666713,26.226B,32.85
RAS,1/24/2014,8.35,8.06,8.02,8.35,2205632,566.3M,N/A
RWT, In,1/24/2014,19.00,18.88,18.63,18.66,346544,1.537B
RPAI,1/24/2014,12.76,12.83,12.75,12.91,1426411,3.030B,N/A
SRC,1/24/2014,10.65,10.60,10.59,10.775,3682511,3.926B,N/A
STWD,1/24/2014,30.49,30.18,29.75,30.49,3707804,5.893B,17.21
TCI,1/24/2014,10.47,10.42,10.396,10.51,2958,87.7M,N/A
